a 阿啊腌嗄锕吖呵錒𠼞𥥩𨉚𱚱
men 们门闷扪焖懑钔亹𫞩㡈㥃㦖㨺㱪㵍䊟䪸䫒們呇怋悗悶惛懣捫暪椚殙汶滿燜玧璊瞞穈菛虋鍆門閅鞔𣯩𤅣𧄸𧴺𨳔𨴺𩑥𩔉
meng 蒙盟梦猛孟萌氓朦锰檬勐懵蜢虻蠓艨甍艋瞢礞㠓幪獴鹲𫑡㙹㜴㝱㩚䀄䁅䁫䇇䈍䉚䏵䑃䑅䒐䓝䗈䙦䙩䟥䠢䤓䥂䥰䰒䲛䴌䴿䵆儚冡夢夣嫇尨庬懜懞掹擝明曚朚橗氋溕濛瓾甿瞑矇矒莔蕄蘉蝱蟊蟒鄳鄸鋂錳雺霥霧霿靀顭饛髳鯍鯭鱦鸏黽黾鼆𠐁𠐧𠖆𠵼𡒯𡚔𡬆𡬌𢄐𢕙𢤘𢿂𣊔𣓝𣞑𣰥𣽭𤯻𤱴𤼁𤾬𥂂𥄁𥉕𥋝𥌯𥌱𥣛𥭮𦆟𦊽𦢧𦫰𦱋𦳶𦴔𦷹𦿏𧀆𧀧𧁊𧂛𧂡𧈧𧓨𧞑𧭊𧲍𨞫𨢊𨢠𨣘𨨸𨮒𨼿𩄖𩆽𩕱𩟞𩦺𩴲𩶡𪅇𪇓𪈆𲎈
mi 米密秘迷弥蜜谜觅靡泌眯麋猕谧咪糜宓汨醚嘧弭脒幂祢縻蘼芈敉洣祕醾㜆㜷㝥㟜㠧㣆㥝㨠㩢㫘㳴㳽㴵㵋㵥㸏㸓䁇䈼䈿䉲䊳䋛䌏䌐䌕䍘䕳䕷䖑䖹䛑䛧䣾䤉䤍䥸䭧䮭䱊䴢侎冖冞冪劘塓孊宻峚幎幦幺彌戂摩摵擟攠榓樒檷櫁沕沵淧渳溟滵漞濔濗瀰灖熐爢爾獮獼瓕眫眽瞇瞴禰穈簚籋粎糸羃羋苾葞蒾蓂蔝蔤藌袮覓覔覛詸謎謐辟醿釄銤鑖镾鸍麊麛麿鼏鿹𠞧𠵸𡄣𡇒𡊭𡓭𡝠𡬍𡬐𡲼𡾱𢆯𢇲𢘺𢞞𢱮𣓔𣧲𤛬𤦀𥁑𥅘𥇆𥇎𥈕𥉴𥉿𥎖𥞪𥦀𥧧𥭫𥮜𥵨𥹄𥹫𥻒𥽰𥿫𦄐𦖬𦗕𦞟𦟂𦣥𦰴𦸡𧐎𧕵𧠟𧱻𧵬𧶡𧷦𧼊𧽨𨇻𨒲𨢎𨢥𨣯𨣾𨷬𩀶𩔢𩞁𩞇𩸹𪀿𪅮𪋗𪋢𪎔𪎗𪑸𪒄𪓬𪕈𬵨𲄀𲍐𲍰
mian 面棉免绵缅勉眠冕娩腼渑湎沔眄丏偭勔愐𩾃㒙㛯㝃㝰㡈㤁㨺㮌㰃㴐㻰䀎䃇䏃䛉䤄䩄䫵䯶䰓俛冥喕婂媔嬵宀杣檰櫋汅泯湣澠牑瞑矈矊矏糆絻綿緜緡緬臱芇莬葂蝒蠠靣靦鮸麪麫麵麺黽黾𡒳𡕢𡧍𡧒𡯫𢃮𢣔𣅍𣡠𣧾𥄝𥊿𥌂𥤵𥻩𥾝𦬛𦽃𧭇𧸨𨉥𨟺𨡞𨲛𨲾𩈹𩋠𩬞𩮉𪁼𪏊𱺨
miao 苗秒妙描庙瞄渺淼藐缈邈鹋杪眇喵㑤㠺㦝䁧䅺䏚䖢仯吵媌嫹庿廟彯猫玅竗篎紗緢緲繆缪蜱訬鱙鶓𠋝𡙎𡡺𢆷𢚋𢤧𢷕𤾛𥭝𦳥𩳸𪃐𪃦
mie 灭蔑篾乜咩㒝㩢䁾䈼䌩䘊䩏吀咪哶孭幭懱搣櫗滅瀎烕眜羋薎蠛衊覕鑖鱴鴓𠺗𡖺𡞙𡟬𢦼𢧞𢨖𤊾𤏿𥄲𥉓𥋚𥌨𥣫𥵒𥸴𥽘𥾝𦇪𧀅𧂝𨣱𩔠𩱷𪇴𪌺𪒍
min 民敏闽闵皿泯岷悯珉抿黾缗玟愍苠鳘忞旻湣碈㞴㞶㟩㟭㢯㥸㨉㬆㳷䁕䂥䃉䋋䝧䟨䡑䡻䪸䲄僶冺刡勄厸呡垊姄崏怋惽慜憫捪敃敯旼暋汶渂湏潣琘琝瑉痻盷盿眠砇笢笽簢緍緡繩罠蠠鈱錉鍲閔閩鰵鴖黽𠊟𢼖𢽹𣱈𣱉𣷠𣹒𤇜𤛎𤸅𤺖𤿕𥜐𦈏𦌡𦫮𦳜𧁋𧌙𧲃𧵣𨏵𩔉𩭷𪂆𪄴𪉎
ming 明名命鸣铭冥茗溟酩瞑螟暝洺蓂㝠㟰㫥䄙䆩䊅䏃䒌䫤䳟佲凕姳嫇慏掵朙椧榠猽皿盟眀眳萌覭詺鄍銘鳴𠋶𡥸𥌏𥥊𥹆𥿨𦡉𦫭𧟠𧱴𩣶𪂤𪗸
miu 谬嘐繆缪謬𨱯
mo 模末莫摩墨默磨摸漠膜魔沫陌抹寞蘑摹蓦馍茉谟秣嫫镆殁耱嬷麽瘼貊貘纆藦靺𬙊㱄㱳㵹㶬㷬㷵㹮䁼䁿䃺䊳䏞䒬䘃䜆䩋䬴䭩䮬䯢䱅䳮䴲万么伯佰冒劘劰勿唜嗼嘿嚤嚩嚰圽塻妺嫼尛帓帕帞庅怽懡戂撫擵攠无昧昩暯枺橅歾歿没湐瀎無爅狢獏百皌眜眽眿瞐瞙砞礳粖糢絈絔縸脈脉艒莈藐蛨蟆蟔袜袹謨謩譕貃貈貉貌鄚銆鏌鞨饃饝驀髍魩魹黙𠄮𠆮𠇱𠡞𠢓𠬛𠻚𡈗𡊉𡠜𡡉𡢜𡻟𡾉𢄏𢊗𢐖𢗿𢣗𢳀𣋟𣧒𣧣𣶊𣻕𤋂𤣻𤹴𤿖𥂓𥄕𥕓𥙎𥞪𥬎𥱹𥽘𥿉𦅔𦔭𦟟𦥦𦫕𦮅𧀅𧕤𧕥𧠓𧥟𧰱𧻙𧼟𧿴𨆽𨟖𨰞𨱱𩃁𩄻𩌧𩎟𩐻𩑦𩑷𩞁𩟠𩢖𩢷𩥔𩪮𩿣𪍇𪍤𪎠𪏟𪒂𪒇𱚯𲎉
mou 某谋牟缪眸哞鍪蛑侔㭌䋷䍒䍙䏬䗋䜼䥐䱕件劺厶呣堥婺恈敄桙毋洠畝瞴繆蟱袤謀踎鉾鞪鴾麰𠀱𠥨𢃱𢜯𣫬𥆆𥿵𦊋𦊎𦋡𦭷𦳑𦺒𧎄𧎻𨴍𩢫𩶢
mu 目木亩幕母牧穆姆墓慕牡募睦沐暮拇姥钼苜仫毪鉧𧿹𬭁㙁㜈㟂㣎㧅㾇䀲䊾䑵䥈䱯凩嘿坶墲娒婺峔幙慔朰朷楘模樢毣氁炑牟牳狇獏畆畒畝畞畮砪縸繆胟艒茻莫莯萺蚞踇鉬雮霂鞪鶩𠺖𡵬𢘃𢜯𢟨𣈊𣳠𤚅𤝂𤝕𤵝𥄈𥣸𥰻𦃤𦱒𧚀𧩒𧬏𧰷𨈶𨍎𨎸𨡭𨢢𩡨𩬍𩵦𩶖𩶩𪎫𬰃
na 那纳拿哪娜钠呐捺衲镎肭乸𦰡㗙㨥㪎㮏㵊䇱䈫䋈䋾䎎䏧䖓䖧䛔䟜䪏䫱内南吶呶嗱妠抐拏挐淰秅笚笝箬納絮蒘蒳袦訤詉誽豽貀蹃軜郍鈉鎿雫靹魶𠕄𠱲𠴾𡤙𡰀𡷝𢇵𢓇𢜲𢡏𣅚𣡰𣸏𣹵𤓷𤔀𤝒𤡤𤬷𤭠𤱅𤱆𤷈𤸏𤸻𥍲𥑒𥹉𥿃𦙜𦛐𦣀𦬻𦳐𧋡𧘽𧤣𧦮𧰹𨙻𨚗𩏼𩚛𩟿𩮅𩮸𩹾𪌅𪐀𪗝𱥷
nai 乃奶耐奈鼐萘氖柰艿耏迺㜨㮈㮏㲡㴎㾍䍲䘅䯮佴倷哪妳嬭孻廼掜搱摨渿熋疓能腉螚褦那釢錼𠧟𠧤𡞫𡨵𡮙𢉓𣉘𣮦𥄗𥉃𦓎𦔹𦠸𦳐𦶅𨎡𩹟𪌞
nan 南难男楠喃囡赧腩蝻婻萳㓓㫱㬮㽖䈒䊖䔜䛁䣸䩅䶲侽冉囝妠娚嫨弇戁抩揇攤暔枏柟湳灘煵畘罱莮諵遖難𡆤𡆱𡆲𢪈𢬷𤌔𤱣𤽲𤿏𦍀𦛚𦝧𦶈𧇙𧕴𧹞𨠹𨦳𨴌𨴘𨵴𩅠𩈑𩈶𩹞
nang 囊馕囔曩攮齉㚂㶞䁸乪儾噥嚢憹搑擃欜涳瀼灢蘘蠰譨饢鬞𠶬𡿝𢖧𣰶𦈃𦗳𦣘𧅺𧖒𧟘𨳆𩛡𩜒𱘭𱜀
nao 脑闹恼挠瑙淖孬垴铙呶硇猱蛲峱臑㑎㛴㞪㺀㺁㺒䃩䐉䛝䜀䜧䴃匘堖夒婥嫐嶩巎巙怓悩惱憹摎撓橈澆獶獿碙碯脳腝腦膠蝚蟯詉譊鐃閙鬧𠊦𠡷𡍍𡽧𡾂𡿺𢅈𢉵𢙐𢜸𢪼𣧽𣭺𣳦𤊲𤋫𤞍𤡤𤫕𤷻𥀮𥆲𥐻𥑪𥒢𦗮𧩣𧳀𧳦𧴓𧴙𨥸𨱵𩋈𩖯𩛋𩤘𩩀𩫔𩫺𩬷𩯆𫍢𬆛
ne 呢讷㕯䅞䎪䭆呐哪抐疒疔眲訥那𢗉𣧍𧤜
nei 内馁㐻㨅㼏䲎內哪娞婑氝浽脮腇那錗餒餧鮾鯘𠑚𠑛𡣢𢁩𢅼𢛉𣓃𥡭𨡌𩗔𩛞𩬀
nen 嫩恁㜛㯎㶧媆嫰枘腝臑𡞾𧮠𨈗
neng 能㲌㴰䏻竜而耐螚𠹌𢆂𨃳𨶙
ni 你尼泥拟逆倪妮腻匿霓溺旎昵坭铌鲵伲怩睨猊薿麑𨺙𫐐𫠜㘈㞾㠜㥾㦐㩘㪒㮏㲻㵫㹸䁥䕥䘌䘦䘽䛏䝚䦵䵑䵒伱儗儞兒呢埿堄妳婗嫟嬭嬺孨孴屔屰嶷彌惄愵慝懝抐抳掜擬晲暱柅棿檷氼淣濔濘瀰灄爾狔痆眤祢禰秜籾縌聣聻胒腝膩臡苨蚭蛪蜺觬誽譺貎跜輗迡郳鈮鉨鑈隬馜鯢齯鿭𠆵𠒰𠱘𠸺𠽬𡎳𡎿𡞭𡣁𡥦𡥨𡫸𡬗𢅟𢘝𢚮𢛜𢣚𢦱𣘗𣡋𣢞𣭙𣲷𤙌𤦤𥄽𥇄𥜦𥜬𥷄𥺜𦆦𦤽𦦃𦮾𦰫𧃩𧈞𧏾𧖷𧵼𧺰𨀀𨋗𨒫𨽦𩈢𩉹𩋪𩍦𩚮𩚯𩩢𩯨𩰞𩱄𩸦𩸧𩺝𩺱𩾆𪏵𪏸𪐌𪙛
nia 㖸
nian 年念粘辗碾廿捻撵拈蔫埝鲇辇黏㜤㞋㮟㲽䄭䄹䚓䧔䬯䴴卄哖唸姩捵撚攆榐涊淰溓焾痆秊秥簐艌趁跈蹍蹨躎輦輾鮎鯰鲶鵇𠕟𠗋𠣇𠫺𠬋𡝟𡰫𣎔𣐏𤁥𤽿𥮘𥺴𦁇𦭁𦷙𧹞𨀀𨇍𨋚𨏛𨚶𨢯𨴞𨸱𩉄𩊫𩽴𪐇𪑮
niang 娘酿䖆嬢孃醸釀𥽬𪓃
niao 鸟尿袅脲茑㒟㜵㞙㠡㭤㳮䃵䙚䦊䮍嫋嬝嬲尥樢溺茮蔦裊褭鳥𠒰𡘏𡝋𡝒𡠿𢶑𢸣𣟊𤲶𥤂𥾇𨳀𨽖𩖔𩭑𪅝𪈼𱗅𱛆
nie 聂捏涅镍孽蘖啮蹑嗫臬镊颞陧嵲糵菍𫔶㖏㖕㖖㘝㘨㘿㙞㚔㜸㡪㩶㮆㴪㸎䂼䄒䇣䌜䌰䜆䡾䭃䯀䯅䯵䳖乜倪哪喦噛嚙囁囐囓囡圼埝孼峊嵒嶭巕帇幸惗捻掜揑摰攝敜枿棿槷櫱泥湼痆篞籋糱聶臲苶蠥褹諗讘踂踗踙躡鉨鉩銸鋷錜鎳鑈鑷钀闑隉顳齧𠈊𠶿𡆣𡇄𡍤𡰆𡴎𡶫𡸣𡾦𡾲𡿖𡿗𢈸𢫻𢬴𣀳𣌍𣙗𣯭𣰼𤭂𤴘𤶚𤷈𤸏𤺐𥔄𥬞𥬬𥭙𥮤𦄌𦈙𦘒𦛠𦞆𦡃𦣀𦯖𦵐𧁈𧋖𧞍𧻼𨊞𨙓𨱺𨲀𨶠𨻄𩋏𩐭𩒕𩖁𩣘𪌊𪌿𪎃𪎅𪘎𬛸
nin 您㤛䋻䚾䛘囜恁拰脌𠽝
ning 宁凝拧泞柠咛狞佞聍甯苧㝕㣷㲰㿦䆨䔭䗿䭢侫倿儜冰嚀嬣寍寕寗寜寧年擰攘橣檸泥澝濘獰疑矃聹薴鑏鬡鬤鸋𡫃𡷪𣍆𤕦𤹧𤻝𥣗𥧤𥳥𦡲𦡼𧃱𧍖𧑗𧕝𧭈𩕳𫛢𮫂
niu 牛纽扭钮妞忸狃杻㖻㺲㽱䂇䋴䏔䒜怓抝拗汼沑炄牜紐莥蚴鈕靵𢔟𣅚𣧊𣲶𥀝𥍳𥝦𧘥𨋀𨙺𨳞𨷁𩈇𩙷𩚖𩜷𩲍𩵠𪏲
nong 农浓弄脓侬哝秾醲𬪩㶶㺜䁸䢉䵜儂咔噥憹挊挵檂欁濃燶癑禯穠繷膿莀蕽襛農辳齈𠌚𠘊𥂒𨑊𨠤𨲳𩅽𩇔𩟊𪆯𪒬
nou 耨㜌㝹㳶䅶䘫䨲䰭啂嬬搙擩槈檽獳羺譨譳鎒鐞𠲴𡝦𡨻𡭾𢉕𢉚𣻖𤟦𥀫𧂦𧃨𧅘𩆟𩒔𪋺
nu 努怒奴弩驽孥胬傉砮笯㚢㣽仅伮呶帑挐搙擩肭褥詉駑𠴂𢪦𢫓𢫭𥅄𥛑𥤨𥱂𧉭𧗈𧪅𧿔𪺹
nuan 暖㬉䙇奻暧渜湪濡煖煗臑餪𪋐
nun 媆黁
nuo 诺挪糯懦傩喏搦锘㐡㑚㔮㖠㛂㡅㰙䇔䎠䚥儺呐哪堧娜媠愞懧掉掿搙搻梛榒橠毭濡稬穤糑糥耎袲袳諾蹃逽那郍鍩難需𠸱𠹈𡖔𡖫𡬥𡿊𢜪𢰜𢾲𣃽𣆚𤘟𥑽𥻾𦀨𦂍𦓢𦡃𦩜𦰡𧣚𧣺𨁌𨎭𩈺𩴓𩷁
nv 女钕衄恧㵖䏔䖡䘐䚼䶊朒沑狃籹絮聏胬衂釹𥄋𥍞𦓕𦓖𧖷𩈢
nve 虐疟䖈䖋䨋婩瘧硸𤷡𨵫
o 哦噢喔嚄
ou 欧偶殴呕藕讴鸥瓯沤耦怄塸熰𠙶𫭟𬉼㒖㭝㰶㸸㼴䉱䌂䌔䙔䥲䧢区區吘吽嘔慪握摳敺樞櫙歐毆渥漚澫甌筽紆腢膒蓲蕅藲謳遇醧鏂鴎鷗齵𠢔𠥝𠴰𡂿𡈆𡩾𣂻𣉾𣓕𣢨𣽕𤁮𤛐𤵎𥈬𥐂𥧆𥱸𥻑𦂕𧏺𧖼𧪓𩀫𩔸𩥋𪊪𪙃𱸂
pa 怕帕爬趴琶啪葩杷筢潖舥㕷㞎䔤䯲叭吧妑帊扒把掱汃派皅耙芭苩袙跁鈀钯𣚒𣧜𣱺𤆵𤽉𥐙𥩙𦐆𧑡𧣃𧣣𨋐𩈆𪗔𱍕
pai 牌排派拍徘湃俳哌蒎簰㭛㵒㵺䖰䱝啡廹棑椑渒犤猅箄簲脾輫迫鎃𠂢𠸁𣏟𣖐𣝁𣲖𣴪𥯟𥱼𥴖𥿯𦔠𦩯𦫖𧵠𩛇𱖼
pan 判盘潘攀盼畔叛蹒磐爿蟠泮袢襻柈槃磻㐴㢖㽃䃑䃲䆺䈲䏒䩔䰉䰔乑伴冸半卞坢姍媻審幋弁彦扳拌拚搫沜洀湴溿瀊瀋炍片牉畨番皤盤盻眅眫籓縏繁聁胖膰般萠蒰螌褩詊賁跘踫蹣鄱鋬鎜鑻闆鞶頖鵥𠽲𡞟𢬵𢰿𢲔𣁦𣔚𤄜𤄧𤖭𤠍𤺏𤻷𥈼𥉟𥌊𥕿𦙀𦪹𧺾𨂝𨃞𨃟𨒃𪄀𪒀𪒋
pang 旁庞乓胖螃彷滂逄耪厖雱鳑㕩㥬㫄䅭䏺䒍䠙䨦仿傍厐嗙夆嫎尨彭徬房方榜汸沗炐牓磅篣肨胮膀膖舽蒡蠭覫趽逢鎊霶髈鰟龎龐𠗵𠦲𡅃𢐊𣂆𤧭𤵸𥪴𦜍𦣂𧔧𧿆𨜷𩃎𩅅𩈈𩐨𪐿𪔔
pao 跑炮泡抛刨袍咆疱庖狍匏脬㘐㚿㯡㯱㲏䛌䩝䫽䶌包嚗垉奅抱拋摽炰爮犥瓟皰砲礟礮穮窌胞脟苞萢藨蚫袌褜謈趵軳鉋鞄颮鮑麃麅麭𠣳𡂘𡧙𡯈𡾌𢾳𢿏𣕅𣚇𣟏𣮃𣶐𤔉𥶔𦐸𦔩𦠖𧙌𨋛𨣙𩂞𩆘𩎘𩎾𩐜𩗥𪊳𲋏
pei 配培赔佩陪沛裴胚霈旆帔呸醅辔锫浿衃𬇙㚰㟝㤄㧩㯁㳈㾦䊃䏽䟺䣙䩛䪹䫊䯱伂俖倍啡坏垺妃妚姵婄嶏怌抷掊攈斾昢柭柸棑棓毰淠犻珮琣肧肺艴茇茷蓜蜚裵賠轡錇阫陫馷駍𢁖𢘀𢥐𣍺𣬆𣯱𤗏𤜲𤬃𥄔𥹂𦙂𦸪𧳏𧴥𨓿𨙶𨛬𩎜𩑢𩖭𩵣
pen 喷盆湓㖹吩呠喯噴歕汾濆瓫翸葐衯𠺔𠽾𡺜𩸂𪂽
peng 鹏朋彭膨蓬碰棚捧烹篷澎抨硼怦砰嘭蟛堋弸椪泙芃㛁㛔㠮㥊㧸㱶㼞䄘䍬䡫䣙䥋䦕䧛䰃䴶亨倗傍傰剻匉塜塳庄恲憉挷掽搒摓旁梈椖榜槰樥洴淎淜滂漨漰熢痭皏硑磞稝竼篣絣纄胓苹荓莑蘕蟚踫軯輣輧逢逬錋鑝閛韸韼駍騯髼鬅鬔鵬𡂫𡗗𡼜𢏳𢪋𢼩𢽩𣟀𣨞𤖳𤘾𤡭𥕱𥕽𦚝𦪪𦯰𧌇𧚋𧴂𨂃𨅘𨍩𨎧𨎳𨑎𨠟𨲰𨺀𩄦𩐛𩖛𩡕𩮗𩱀𩱋𩸀𪔍𪔔𱤭
pi 批皮辟啤匹披疲僻毗坯脾譬劈媲屁琵邳痞癖丕枇噼霹吡纰砒铍淠郫埤睥芘蚍圮鼙罴蜱貔仳甓陴䴙伾嚭澼狉苉駓鲏𬳵㓟㔥㨢㨽㮰㯅㱟㳪㵨㼰㽬㿙䇑䏘䑀䑄䚰䚹䠘䡟䤏䤨䤵䦼䪹䫌䫠䯱䰦䲹䴽伓俾副卑否噽嚊坏培壀奊妚嫓岯崥嶏帔庀庇庳怶悂憵扑抷拂揊擗旇朇枈椑比毘毞潎濞炋焷狓猈番疈疋痦磇礔礕秛秠稫笓篦篺粃紕罷羆翍耚肶脴腗膍苤萆蕃薜蚌蚽蚾螕螷蠯被裨諀豼豾鄱釽鈈鈚鈲鈹鉟銔銢錃錍鎞闢阰陂隦鞞頗髬魮魾鮍鴄鵧鷿鸊𠜱𠡄𠨸𠪮𠯔𠯭𠵬𠹦𡊝𡛘𡛡𡦟𡲮𡶌𡺮𢇳𢓖𢞗𢰘𢱧𢻹𢾇𢾱𣓋𣔬𣖰𣢋𣪉𣬉𣬮𣬼𣴪𣹚𣹮𤂃𤖿𤘢𤘤𤘹𤚪𤜻𤬭𤱍𤴣𤷒𤼜𤿇𤿎𤿐𤿙𥀘𥔁𥤻𥯡𥱼𦀘𦃋𦊁𦘩𦘲𦤢𦨭𦰽𦳈𦹽𧑜𧓎𧙁𧧺𧪫𧲺𧳼𧴉𧾑𨈚𨐴𨑜𨤽𨧦𨲐𨵡𨵩𨸆𨺤𨻀𩔙𩗫𩜰𩣚𩫫𪄆𪇊𪉔𪊕𪌈𪖞𪛎𬬫𬬲
pian 片篇偏骗翩骈胼蹁谝犏㛹楩𡎚㓲㸤㼐㾫䏒䮁便囨媥平徧扁楄猵璸緶缏腁萹蝙褊覑諚諞貵賆跰辨辯鍂駢騈騗騙骿魸鶣𠐈𠑟𠯯𠷊𢉞𢐃𢕨𦳄𧍲𧡤𧱩𨂯𨲜𨵸𨸇𪘀𪚏
piao 票漂飘嫖瓢剽缥殍瞟骠嘌螵薸㩠㬓㵱㹾㼼䏇䕯䴩僄勡彯徱慓摽旚朴潎犥皫篻縹翲膘莩蔈謤醥闝顠飃飄驃驫髟魒麃𠷻𡢱𡣋𣋳𣝐𣳭𦭼𧌠𧽤𨝓𨮬𩄷𩗏𩙒𩛞𩡦𩮳𪅃𪋖𪏫
pie 瞥撇苤氕䥕𬭯丿嫳撆暼潎蔽覕鐅𠟈𠢪𢳂𤮕𦒐𦗥𩓼𩠿𩮳
pin 品贫聘频拼颦姘嫔牝玭蘋𬞟㡦㰋㺍䎙匕嚬娉娦嬪拚榀汖泵琕矉砏礗穦薲蠙貧頻顰馪驞𠐺𠮰𡛞𢣐𢬵𢶳𣎳𥑓𥖶𦇖𧔪𧭹𧮝𨏞𨽗𩕵𩰗𲆳
ping 平评凭瓶屏萍苹乒坪枰娉俜鲆帡泙洴涄淜玶荓蘋蚲㵗㺸㻂䀻䈂䍈䓑䛣䶄倗冯凴呯堋塀屛岼帲幈慿憑檘焩甁甹砯砰硑秤竮箳簈缾聘聠胓艵蓱蛢評軿輧郱鉼頩馮鮃𠗥𠗦𡊞𢆟𢖊𤭔𤳊𥪁𥭢𥵪𦀔𦚓𦥚𦥤𦶊𧂋𧏑𨂲𩂾𩈚𩩍𪋋𪔾𪕒
po 破坡迫颇泊婆泼魄粕鄱珀叵笸皤钋钷䥽哱桲酦㗶㛘㤕㧊㨇㩯䄸䋣䍨䎅䎊䞟䣪䣮䨰䪖䪙䯙剖嘙奤尀尃屰岥岶巿廹搫敀昢朴櫇泺洦溌溥潑濼烞猼番皛砶繁翍膊蒪蔢謈跛醗醱釙鉕鏺陂霸頗馞駊髆𠰐𠰼𠵳𠷑𠾌𡊟𡶆𡼃𡽠𢂤𢱨𢶉𣍸𣎵𣬚𣲳𤀪𤖼𤝯𤱍𤽌𥄔𥗟𥬒𥵜𥹖𦃡𦍁𦐦𦑀𦑵𦒟𦥭𦥲𦫔𦾕𦿍𧂉𧘟𧙅𧴤𧻙𧿽𨂩𨅅𨆵𨍭𨑝𨠓𨡩𨫁𨸭𩊀𩑻𩑼𩒕𩔈𩕏𩢘𩸿
pou 剖掊裒垺抔㕻㧵㩠㰴䎧䬌䯽䳝吥咅哣培堷娝婄抙抱捊棓涪犃瓿箁襃踣部錇𠟌𢒷𦥑𦵿𦺎𧠾𩔻𩚭
pu 普铺浦朴葡谱埔扑仆蒲曝瀑溥莆圃璞濮菩脯蹼匍噗氆镨镤墣潽穙蒱酺㒒㬥㯷㲫㹒㺪䈬䈻䑑䔕䗱䧤䮒䲕䴆僕剥卜圑圤堡巬巭扶抪捗撲擈攴攵暜暴柨樸檏炇烳獛甫痡瞨砲秿箁纀舖舗苻荹菐蜅襆諩譜豧贌鋪鏷鐠陠鯆鵏𠽾𡜵𡰿𢈲𢼹𣋏𤆝𤗵𤰑𤾣𥐁𥐚𥛟𥣈𥼜𦬙𦮑𧙛𧦞𧭎𧱹𨁏𨛥𨽂𩂗𩑀𩪛𩯱𪋡𪒢𪔿𪖈𫚙𱾾
qi 企其起期气七器汽奇齐启旗棋妻弃歧欺骑契迄漆戚岂岐琦栖琪泣乞砌祁崎绮祺蹊祈凄淇杞脐麒圻憩芪俟畦耆葺沏萋骐鳍綦讫蕲屺颀亓碛柒汔綮萁嘁蛴槭欹芑桤蜞䓫呇埼婍愭棨玘碶磜祇跂踦軝郪锜隑鲯𨙸𬨂𬮿㒅㖢㞓㞚㟓㟚㟢㠌㠱㣬㥓㩻㩽㩾㫓㬤㮑㯃㯦㰗㰟㱦㼮㾨䀙䁈䁉䄎䄢䄫䅤䅩䅲䇍䉻䋯䌌䎢䏅䏌䏠䏿䐡䑴䒗䒻䓅䔇䔾䗁䗩䙄䚉䚍䛴䞚䟄䟚䟷䡋䡔䢀䣀䣛䥓䥛䥢䧵䩓䩯䫏䫑䫔䬣䭫䭬䭶䭼䯥䰇䰴䱈䲬䳢䳶䶒䶞丌亝亟伎倛偈傶僛切刺剘勤吃吱呮咠唘唭啓啔啟喰噐夡娸宿岓嵜己帺幾忔忮忯忾恓恝悽愒愾慼慽憇懠扢扱扺技抵挈捿掑揭摖支攲敧斉斊旂晵暣朞枝栔桼梩棄棊棲榿檱櫀欫気氣洓淒湆湇溪滊漬濝濟炁焏猉玂璂甈甭畸疧盀盵矵碁碕磎磧磩礘示禥禨稘稽竒簯簱籏粸紪絜綥綨綺緀緕緝纃缉缼罊肐肵臍舙艩芞荠萕薺藄蘄蚑蚔蚚蛣蜝螇螧蟣蟿蠐衹袳裿褀褄觭訖諆諬諿豈趞趿踑踖躩軙迉逗邔鄿釮錡鏚鐖闙霋頎饑騎騏騹鬐鬾鬿魌鮨鯕鰭鵸鶀鶈鸂麡鼜齊齮𠀁𠁭𠅚𠊔𠎰𠐾𠓪𠔶𠧒𠫸𠴩𠴹𡍪𡎫𡖾𡢖𡦍𡪵𡫁𡱔𡵒𡷞𡹉𡹓𡹘𡹩𡺓𡺸𡻧𡻰𡽼𢁒𢍁𢍆𢍑𢔆𢔠𢜱𢞒𢢖𢢞𢦽𢩡𢴰𢺵𢺷𢻋𢻚𢻪𢾦𢾪𣉓𣏶𣔘𣛺𣪠𣫱𣯆𣶠𣾤𤘌𤪌𤳃𤳤𤷍𤹸𤺗𤼅𤿡𥀻𥄜𥇚𥉐𥉙𥉷𥉻𥌁𥓾𥔩𥖫𥤥𥫟𥷇𥼘𥽳𦄊𦈦𦔌𦖊𦘸𦙊𦚊𦛰𦡹𦧉𦧯𦩣𦪊𦫡𦭲𦮼𦸆𦸓𦸗𧇜𧋉𧌞𧎪𧒕𧓑𧕉𧘗𧘧𧙞𧙾𧚨𧠪𧡘𧡺𧯯𧰙𧻕𧼕𧼘𧽓𨁐𨉸𨊰𨑤𨒅𨙬𨞢𨥦𨪌𨱜𨵆𨵎𨸒𨸔𨾛𩉬𩒛𩒨𩠦𩠨𩥂𩦋𩧌𩨘𩨝𩲪𩳣𩴪𩷾𩸞𩹵𩺲𪀩𪂛𪄖𪄭𪅾𪒆𪒑𪔪𪗅𪗆𪗍𪗏𪙧𬱦𱍐𱣕𱹁
qia 恰洽掐髂葜拤㓞㓣㓤㡊㤉㧎㮫䁍䂒䈓䛩䠍䨐䯊䶗䶝佉價冾卡咭圶客峠帢愘抲挈揢搳擖楬殎疴矻硈磍絜袷跒酠鞐鮚𠕣𠜤𠜼𠝘𠝛𠳌𡘧𡤫𢮌𢼣𣁴𣘟𣣟𣨄𤫶𤵹𥇌𥉰𥎸𥦞𥴭𦝣𦸉𧩶𩥌𩩱𩮁𩷻𪘺𫈰𮯙
